"","name","no_calls","all_calls","missingness_rate","private_variant_count","heterozygous_variant_count","O_HOM","E_HOM","N_SITES","F","perct_het_alt_in_snvs","perct_hom_alt_in_snvs","hom_AA_count","het_RA_count"
"2203","NA19723",0,19935195,0,13141,2227358,75349740,75047578.81,77572882,0.11965,0,1,79421,0
"2204","NA19725",0,20044482,0,13308,2299178,75350202,75047578.81,77572882,0.11984,0.646,0.354,39770,72643
"2205","NA19726",0,20170162,0,15408,2128274,75448892,75047578.81,77572882,0.15892,0,1,80393,0
"2206","NA19728",0,19366268,0,13005,1865546,75765433,75047578.81,77572882,0.28426,0.523,0.477,49997,54727
"2207","NA19729",0,18011682,0,15842,1903940,75672638,75047578.81,77572882,0.24752,0,1,78341,0
"2208","NA19731",0,20433947,0,18178,1878405,75750216,75047578.81,77572882,0.27824,0.491,0.509,53386,51560
"2209","NA19732",0,19421686,0,13107,1766858,75809740,75047578.81,77572882,0.30181,0,1,79323,0
"2210","NA19734",0,20529745,0,16940,2156075,75478180,75047578.81,77572882,0.17051,0.531,0.469,50855,57576
"2211","NA19735",0,19831979,0,17578,1966056,75610936,75047578.81,77572882,0.22308,0,1,77231,0
"2212","NA19740",0,20461436,0,19962,2148271,75498627,75047578.81,77572882,0.17861,0.593,0.407,48129,70162
"2213","NA19741",0,20421317,0,16343,1969393,75607472,75047578.81,77572882,0.22171,0,1,74718,0
"2214","NA19746",0,19509069,0,15272,2179774,75493283,75047578.81,77572882,0.1765,0.698,0.302,41237,95265
"2215","NA19747",0,20197942,0,11640,2137167,75439569,75047578.81,77572882,0.15522,0,1,77350,0
"2216","NA19749",0,20320521,0,14206,2275348,75368021,75047578.81,77572882,0.12689,0.586,0.414,46706,66042
"2217","NA19750",0,20678670,0,11314,2200259,75376403,75047578.81,77572882,0.13021,0,1,75542,0
"2218","NA19752",0,19185566,0,15118,2206012,75426283,75047578.81,77572882,0.14996,0.524,0.476,50323,55446
"2219","NA19755",0,18819816,0,16473,2182867,75462165,75047578.81,77572882,0.16417,0.594,0.406,46709,68241
"2220","NA19756",0,20143805,0,12674,2224717,75352762,75047578.81,77572882,0.12085,0,1,81124,0
"2221","NA19758",0,19423994,0,14612,2067048,75579436,75047578.81,77572882,0.21061,0.611,0.389,44476,70004
"2222","NA19759",0,19703800,0,15447,2045033,75532645,75047578.81,77572882,0.19208,0,1,80860,0
"2223","NA19761",0,19304953,0,13812,2237838,75398679,75047578.81,77572882,0.13903,0.549,0.451,48797,59481
"2224","NA19762",0,20460111,0,14201,2205509,75372016,75047578.81,77572882,0.12847,0,1,81834,0
"2225","NA19764",0,20748274,0,15644,2325691,75317439,75047578.81,77572882,0.10686,0.589,0.411,46210,66102
"2226","NA19770",0,19289486,0,12951,2307649,75348971,75047578.81,77572882,0.11935,0.65,0.35,42453,79003
"2227","NA19771",0,20969150,0,11221,2171576,75405520,75047578.81,77572882,0.14174,0,1,80795,0
"2228","NA19773",0,19983148,0,11902,2306364,75344639,75047578.81,77572882,0.11763,0.645,0.355,40695,73876
"2229","NA19774",0,18988324,0,11615,2196268,75380831,75047578.81,77572882,0.13197,0,1,74403,0
"2230","NA19776",0,19260332,0,18622,2369890,75276338,75047578.81,77572882,0.09059,0.615,0.385,42832,68476
"2231","NA19777",0,20417679,0,19210,2287890,75290466,75047578.81,77572882,0.09618,0,1,82407,0
"2232","NA19779",0,21476809,0,19161,2330847,75318855,75047578.81,77572882,0.10742,0.632,0.368,41995,72028
"2233","NA19780",0,19378909,0,18059,2193885,75382610,75047578.81,77572882,0.13267,0,1,77174,0
"2234","NA19782",0,20075816,0,19208,2310932,75326536,75047578.81,77572882,0.11046,0.564,0.436,47043,60862
"2235","NA19783",0,20735744,0,20104,2053181,75524134,75047578.81,77572882,0.18871,0,1,76197,0
"2236","NA19785",0,19479489,0,12994,2164328,75479879,75047578.81,77572882,0.17119,0.593,0.407,45992,67074
"2237","NA19786",0,21234864,0,10864,2164992,75411869,75047578.81,77572882,0.14426,0,1,79305,0
"2238","NA19788",0,20007424,0,21595,2250367,75389381,75047578.81,77572882,0.13535,0.567,0.433,48009,62782
"2239","NA19789",0,20082808,0,20327,2270009,75306592,75047578.81,77572882,0.10257,0,1,79744,0
"2240","NA19792",0,19703084,0,17618,2266236,75310836,75047578.81,77572882,0.10425,0,1,79540,0
"2241","NA19794",0,20238676,0,16146,2259644,75389797,75047578.81,77572882,0.13552,0.621,0.379,44170,72346
"2242","NA19795",0,21873470,0,16144,2253988,75323822,75047578.81,77572882,0.10939,0,1,78454,0
"2243","NA19818",0,22379835,0,15620,2793984,74784246,75047578.81,77572882,-0.10428,0,1,99825,0
"2244","NA19819",0,22568971,0,18097,2924376,74760392,75047578.81,77572882,-0.11372,0.662,0.338,54238,106228
"2245","NA19834",0,27389615,0,19089,2855406,74723261,75047578.81,77572882,-0.12843,0,1,90301,0
"2246","NA19835",0,21704679,0,19474,2970352,74721334,75047578.81,77572882,-0.12919,0.691,0.309,50796,113491
"2247","NA19900",0,21148406,0,17044,2848764,74729452,75047578.81,77572882,-0.12598,0,1,107090,0
"2248","NA19901",0,22531009,0,21559,2970499,74716831,75047578.81,77572882,-0.13097,0.682,0.318,50780,108924
"2249","NA19904",0,20908415,0,8721,2847442,74730900,75047578.81,77572882,-0.1254,0,1,107496,0
"2250","NA19908",0,22555809,0,12395,2834304,74744457,75047578.81,77572882,-0.12003,0,1,105785,0
"2251","NA19909",0,22570606,0,13511,2927909,74749428,75047578.81,77572882,-0.11807,0.657,0.343,51697,98903
"2252","NA19913",0,21548985,0,8229,2951515,74737605,75047578.81,77572882,-0.12275,0.69,0.31,49705,110529
"2253","NA19914",0,21317552,0,20110,2917673,74764057,75047578.81,77572882,-0.11227,0.675,0.325,49647,103303
"2254","NA19916",0,21380579,0,15924,2877115,74701082,75047578.81,77572882,-0.13721,0,1,108989,0
"2255","NA19917",0,31275014,0,14416,2966721,74719940,75047578.81,77572882,-0.12974,0.665,0.335,54533,108262
"2256","NA19920",0,22456220,0,20213,2870799,74707691,75047578.81,77572882,-0.13459,0,1,108293,0
"2257","NA19921",0,23025371,0,20874,2915838,74769463,75047578.81,77572882,-0.11013,0.672,0.328,52139,107060
"2258","NA19922",0,23502209,0,18879,2824802,74753407,75047578.81,77572882,-0.11649,0,1,108605,0
"2259","NA19923",0,22328864,0,17131,2870556,74811741,75047578.81,77572882,-0.09339,0.715,0.285,41475,103876
"2260","NA19982",0,21022195,0,18650,2862356,74716163,75047578.81,77572882,-0.13124,0,1,108116,0
"2261","NA19984",0,23376311,0,19303,2863930,74714593,75047578.81,77572882,-0.13186,0,1,109505,0
"2262","NA20126",0,22369429,0,11876,2824273,74754244,75047578.81,77572882,-0.11616,0,1,104122,0
"2263","NA20127",0,20985434,0,14128,2956589,74730523,75047578.81,77572882,-0.12555,0.713,0.287,43573,108390
"2264","NA20274",0,23110377,0,13507,2768876,74920471,75047578.81,77572882,-0.05033,0.74,0.26,39116,111327
"2265","NA20276",0,22709620,0,12215,2944834,74736196,75047578.81,77572882,-0.12331,0.67,0.33,50655,102764
"2266","NA20278",0,23180250,0,11681,2863164,74715370,75047578.81,77572882,-0.13155,0,1,109747,0
"2267","NA20281",0,22062684,0,13792,2840678,74737852,75047578.81,77572882,-0.12265,0,1,105008,0
"2268","NA20282",0,21799948,0,13526,2923367,74760019,75047578.81,77572882,-0.11387,0.664,0.336,52956,104796
"2269","NA20287",0,22156701,0,14056,2931156,74751986,75047578.81,77572882,-0.11705,0.672,0.328,51403,105457
"2270","NA20289",0,23801217,0,15037,2930858,74758753,75047578.81,77572882,-0.11437,0.691,0.309,49812,111405
"2271","NA20291",0,21770007,0,13153,2869241,74709042,75047578.81,77572882,-0.13406,0,1,107474,0
"2272","NA20294",0,23056331,0,13453,2965119,74720462,75047578.81,77572882,-0.12954,0.706,0.294,44613,107024
"2273","NA20296",0,21198193,0,13319,2947877,74734115,75047578.81,77572882,-0.12413,0.704,0.296,43608,103596
"2274","NA20298",0,23382442,0,19134,2864619,74713970,75047578.81,77572882,-0.13211,0,1,101820,0
"2275","NA20299",0,21556977,0,16416,2887651,74797591,75047578.81,77572882,-0.09899,0.731,0.269,39338,106832
"2276","NA20314",0,19432154,0,15207,2119191,75517163,75047578.81,77572882,0.18595,0.559,0.441,46427,58940
"2277","NA20317",0,22582679,0,6780,2900323,74791527,75047578.81,77572882,-0.10139,0.708,0.292,46762,113418
"2278","NA20318",0,23373651,0,10284,2849241,74729064,75047578.81,77572882,-0.12613,0,1,94871,0
"2279","NA20320",0,20751764,0,10369,2985857,74701504,75047578.81,77572882,-0.13704,0.664,0.336,54962,108668
"2280","NA20321",0,20680043,0,9505,2926433,74757083,75047578.81,77572882,-0.11503,0.661,0.339,53822,104721
"2281","NA20332",0,21558819,0,12569,2948869,74739330,75047578.81,77572882,-0.12206,0.719,0.281,43091,110125
"2282","NA20334",0,24065542,0,7309,2895059,74788027,75047578.81,77572882,-0.10278,0.688,0.312,47422,104473
"2283","NA20339",0,22719121,0,15879,2924269,74763393,75047578.81,77572882,-0.11254,0.678,0.322,52014,109633
"2284","NA20340",0,21150727,0,14147,2858305,74720188,75047578.81,77572882,-0.12964,0,1,106789,0
"2285","NA20342",0,22059301,0,13574,2791658,74787133,75047578.81,77572882,-0.10313,0,1,106884,0
"2286","NA20346",0,20902759,0,12600,2846275,74732130,75047578.81,77572882,-0.12492,0,1,102157,0
"2287","NA20348",0,22227992,0,14141,2849842,74728431,75047578.81,77572882,-0.12638,0,1,83574,0
"2288","NA20351",0,22875372,0,17945,2838666,74739292,75047578.81,77572882,-0.12208,0,1,97079,0
"2289","NA20355",0,20697586,0,10699,2964310,74721368,75047578.81,77572882,-0.12918,0.676,0.324,51437,107118
"2290","NA20356",0,22184247,0,13174,2860088,74718196,75047578.81,77572882,-0.13043,0,1,97227,0
"2291","NA20357",0,22010680,0,16856,2984098,74702240,75047578.81,77572882,-0.13675,0.659,0.341,55448,107373
"2292","NA20359",0,24085924,0,8411,2891849,74789063,75047578.81,77572882,-0.10237,0.687,0.313,46514,102026
"2293","NA20362",0,23531008,0,9250,2832815,74745590,75047578.81,77572882,-0.11959,0,1,98755,0
"2294","NA20412",0,21682204,0,15815,2942428,74745085,75047578.81,77572882,-0.11979,0.676,0.324,52291,108940
"2295","NA20502",0,20915900,0,9245,2151912,75489518,75047578.81,77572882,0.175,0.594,0.406,43970,64271
"2296","NA20503",0,22559000,0,14777,2205037,75438830,75047578.81,77572882,0.15493,0.601,0.399,44212,66604
"2297","NA20504",0,19248134,0,14302,2231122,75415234,75047578.81,77572882,0.14559,0.613,0.387,43421,68696
"2298","NA20505",0,20420903,0,15110,2230248,75416914,75047578.81,77572882,0.14625,0.634,0.366,40348,69899
"2299","NA20506",0,35341158,0,17566,2177922,75403360,75047578.81,77572882,0.14089,0.097,0.903,71695,7695
"2300","NA20507",0,20651969,0,14430,2209399,75435033,75047578.81,77572882,0.15343,0.629,0.371,39584,67051
"2301","NA20508",0,19839662,0,14827,2215322,75428454,75047578.81,77572882,0.15082,0.62,0.38,41209,67281
"2302","NA20509",0,21690110,0,16257,2126785,75450287,75047578.81,77572882,0.15947,0,1,74491,0
"2303","NA20510",0,20990289,0,14628,2164406,75412826,75047578.81,77572882,0.14463,0,1,76715,0
"2304","NA20511",0,24263976,0,16964,2148293,75429056,75047578.81,77572882,0.15106,0,1,76587,0
"2305","NA20512",0,19132764,0,16006,2170669,75406670,75047578.81,77572882,0.1422,0,1,74832,0
"2306","NA20513",0,19465407,0,13777,2173118,75404341,75047578.81,77572882,0.14127,0,1,74065,0
"2307","NA20514",0,19903156,0,13976,2198029,75451115,75047578.81,77572882,0.1598,0.646,0.354,39450,72099
"2308","NA20515",0,19868582,0,14100,2142433,75434598,75047578.81,77572882,0.15326,0,1,75087,0
"2309","NA20516",0,20323268,0,15027,2146154,75430590,75047578.81,77572882,0.15167,0,1,77493,0
"2310","NA20517",0,21648601,0,16482,2210181,75434420,75047578.81,77572882,0.15319,0.614,0.386,42435,67389
"2311","NA20518",0,19191278,0,14046,2179416,75398048,75047578.81,77572882,0.13878,0,1,75726,0
"2312","NA20519",0,20603598,0,14835,2137740,75439492,75047578.81,77572882,0.15519,0,1,77165,0
"2313","NA20520",0,21332915,0,14238,2166129,75411165,75047578.81,77572882,0.14398,0,1,77902,0
"2314","NA20521",0,19363803,0,13367,2167680,75409617,75047578.81,77572882,0.14336,0,1,74691,0
"2315","NA20522",0,19814330,0,17613,2232814,75410097,75047578.81,77572882,0.14355,0.595,0.405,44683,65687
"2316","NA20524",0,21642330,0,17051,2156110,75421423,75047578.81,77572882,0.14804,0,1,75890,0
"2317","NA20525",0,20676723,0,16070,2161781,75415261,75047578.81,77572882,0.1456,0,1,76830,0
"2318","NA20527",0,20566272,0,16720,2181823,75395488,75047578.81,77572882,0.13777,0,1,73886,0
"2319","NA20528",0,21008655,0,15541,2161842,75415408,75047578.81,77572882,0.14566,0,1,73070,0
"2320","NA20529",0,19734931,0,15015,2218042,75428237,75047578.81,77572882,0.15074,0.63,0.37,40501,69022
"2321","NA20530",0,34596339,0,17456,2163845,75419502,75047578.81,77572882,0.14728,0.121,0.879,68981,9536
"2322","NA20531",0,19252380,0,13860,2224680,75420430,75047578.81,77572882,0.14765,0.614,0.386,42998,68260
"2323","NA20532",0,19995251,0,13620,2168232,75409096,75047578.81,77572882,0.14316,0,1,75657,0
"2324","NA20533",0,32678109,0,13648,2177688,75431239,75047578.81,77572882,0.15193,0.355,0.645,61270,33686
"2325","NA20534",0,20428424,0,16739,2154046,75423063,75047578.81,77572882,0.14869,0,1,78247,0
"2326","NA20535",0,21831423,0,18257,2208030,75433822,75047578.81,77572882,0.15295,0.606,0.394,41829,64282
"2327","NA20536",0,18889570,0,13261,2172501,75404384,75047578.81,77572882,0.14129,0,1,76050,0
"2328","NA20538",0,20978159,0,14624,2166374,75410737,75047578.81,77572882,0.14381,0,1,76614,0
"2329","NA20539",0,21248210,0,11268,2154617,75422114,75047578.81,77572882,0.14831,0,1,75348,0
"2330","NA20540",0,19132085,0,5696,2189347,75451649,75047578.81,77572882,0.16001,0.601,0.399,42608,64272
"2331","NA20541",0,20031915,0,17797,2218206,75429892,75047578.81,77572882,0.15139,0.643,0.357,39484,71129
"2332","NA20542",0,21063502,0,17097,2228937,75415281,75047578.81,77572882,0.14561,0.605,0.395,43645,66851
"2333","NA20543",0,19943936,0,17007,2183096,75393796,75047578.81,77572882,0.1371,0,1,78451,0
"2334","NA20544",0,23331548,0,14287,2155750,75421281,75047578.81,77572882,0.14798,0,1,75555,0
"2335","NA20581",0,21103510,0,16642,2153554,75423869,75047578.81,77572882,0.14901,0,1,76430,0
"2336","NA20582",0,19459916,0,6372,2149731,75487952,75047578.81,77572882,0.17438,0.575,0.425,44578,60197
"2337","NA20585",0,21808663,0,17804,2106053,75535225,75047578.81,77572882,0.1931,0.591,0.409,44479,64232
"2338","NA20586",0,20960144,0,10405,2150932,75426267,75047578.81,77572882,0.14996,0,1,76927,0
"2339","NA20587",0,21092360,0,20248,2226884,75412896,75047578.81,77572882,0.14466,0.581,0.419,45246,62865
"2340","NA20588",0,20519641,0,18741,2155673,75421749,75047578.81,77572882,0.14817,0,1,75905,0
"2341","NA20589",0,20910026,0,17563,2226764,75418184,75047578.81,77572882,0.14676,0.612,0.388,43117,67899
"2342","NA20752",0,19814494,0,15706,2180911,75396721,75047578.81,77572882,0.13826,0,1,73990,0
"2343","NA20753",0,21686998,0,17110,2253471,75391701,75047578.81,77572882,0.13627,0.608,0.392,43603,67731
"2344","NA20754",0,19957150,0,16074,2176609,75400525,75047578.81,77572882,0.13976,0,1,73662,0
"2345","NA20755",0,20469033,0,15236,2163889,75413203,75047578.81,77572882,0.14478,0,1,75534,0
"2346","NA20756",0,19835631,0,14474,2226686,75420657,75047578.81,77572882,0.14774,0.628,0.372,41440,70064
"2347","NA20757",0,19444762,0,17578,2212943,75426347,75047578.81,77572882,0.14999,0.583,0.417,44535,62207
"2348","NA20758",0,20333309,0,18411,2184156,75393288,75047578.81,77572882,0.1369,0,1,75126,0
"2349","NA20759",0,24254412,0,16409,2177144,75399904,75047578.81,77572882,0.13952,0,1,73765,0
"2350","NA20760",0,19677046,0,7263,2212509,75428488,75047578.81,77572882,0.15084,0.594,0.406,43914,64308
"2351","NA20761",0,21360085,0,17760,2229263,75415331,75047578.81,77572882,0.14563,0.616,0.384,41945,67339
"2352","NA20762",0,22527288,0,15830,2136523,75440223,75047578.81,77572882,0.15548,0,1,76762,0
"2353","NA20763",0,20413852,0,16605,2164591,75413067,75047578.81,77572882,0.14473,0,1,79247,0
"2354","NA20764",0,19712882,0,16866,2213087,75430700,75047578.81,77572882,0.15171,0.611,0.389,42497,66660
"2355","NA20765",0,22395517,0,16585,2175717,75401398,75047578.81,77572882,0.14011,0,1,75026,0
"2356","NA20766",0,21067164,0,18423,2233972,75411368,75047578.81,77572882,0.14406,0.625,0.375,40824,68068
"2357","NA20767",0,22442085,0,17351,2178435,75399353,75047578.81,77572882,0.1393,0,1,75786,0
"2358","NA20768",0,19791951,0,17306,2222351,75419295,75047578.81,77572882,0.1472,0.588,0.412,45344,64646
"2359","NA20769",0,19935969,0,8551,2229609,75409711,75047578.81,77572882,0.1434,0.588,0.412,43509,62079
"2360","NA20770",0,20596188,0,15340,2179907,75396969,75047578.81,77572882,0.13836,0,1,74978,0
"2361","NA20771",0,21330875,0,15078,2226839,75414127,75047578.81,77572882,0.14515,0.588,0.412,44844,63921
"2362","NA20772",0,22520883,0,16201,2207145,75440507,75047578.81,77572882,0.1556,0.637,0.363,39988,70251
"2363","NA20773",0,19923091,0,14301,2209154,75435732,75047578.81,77572882,0.15371,0.618,0.382,41921,67875
"2364","NA20774",0,20086011,0,15149,2228037,75412064,75047578.81,77572882,0.14433,0.574,0.426,46826,63148
"2365","NA20775",0,22178631,0,15798,2230583,75416096,75047578.81,77572882,0.14593,0.623,0.377,42010,69369
"2366","NA20778",0,20498675,0,17248,2162335,75414950,75047578.81,77572882,0.14548,0,1,76194,0
"2367","NA20783",0,18758786,0,15735,2162312,75415128,75047578.81,77572882,0.14555,0,1,74843,0
"2368","NA20785",0,21209606,0,15698,2179151,75397879,75047578.81,77572882,0.13872,0,1,77140,0
"2369","NA20786",0,19493281,0,18648,2229785,75414489,75047578.81,77572882,0.14529,0.605,0.395,43849,67131
"2370","NA20787",0,23335863,0,16237,2146111,75431194,75047578.81,77572882,0.15191,0,1,74871,0
"2371","NA20790",0,20032514,0,15178,2221316,75422825,75047578.81,77572882,0.14859,0.618,0.382,41463,67100
"2372","NA20792",0,20825991,0,12007,2157227,75419849,75047578.81,77572882,0.14742,0,1,74172,0
"2373","NA20795",0,21061620,0,17104,2241203,75401386,75047578.81,77572882,0.1401,0.603,0.397,42856,65090
"2374","NA20796",0,19406430,0,8994,2130775,75446415,75047578.81,77572882,0.15794,0,1,75307,0
"2375","NA20797",0,23165087,0,18441,2245426,75398325,75047578.81,77572882,0.13889,0.616,0.384,41527,66588
"2376","NA20798",0,19811033,0,13879,2145161,75431935,75047578.81,77572882,0.1522,0,1,74763,0
"2377","NA20799",0,19971966,0,19480,2228856,75416050,75047578.81,77572882,0.14591,0.627,0.373,40288,67848
"2378","NA20800",0,20417594,0,8493,2198853,75438766,75047578.81,77572882,0.15491,0.566,0.434,45955,59966
"2379","NA20801",0,20218897,0,16867,2178127,75398848,75047578.81,77572882,0.1391,0,1,76673,0
"2380","NA20802",0,19976830,0,10703,2236588,75406790,75047578.81,77572882,0.14224,0.614,0.386,41937,66741
"2381","NA20803",0,21998999,0,15212,2154963,75422756,75047578.81,77572882,0.14857,0,1,75513,0
"2382","NA20804",0,20581899,0,15719,2231209,75413991,75047578.81,77572882,0.1451,0.618,0.382,42029,67942
"2383","NA20805",0,19818978,0,16366,2140563,75436825,75047578.81,77572882,0.15414,0,1,77308,0
"2384","NA20806",0,18781220,0,16044,2140956,75435743,75047578.81,77572882,0.15371,0,1,77235,0
"2385","NA20807",0,20494902,0,17627,2234440,75405786,75047578.81,77572882,0.14185,0.584,0.416,44964,63089
"2386","NA20808",0,20062358,0,13369,2219937,75427011,75047578.81,77572882,0.15025,0.619,0.381,43055,70004
"2387","NA20809",0,20440403,0,16776,2168219,75409019,75047578.81,77572882,0.14313,0,1,73611,0
"2388","NA20810",0,20007584,0,16493,2171874,75405773,75047578.81,77572882,0.14184,0,1,76721,0
"2389","NA20811",0,20458353,0,12996,2159290,75418306,75047578.81,77572882,0.14681,0,1,74571,0
"2390","NA20812",0,19275187,0,14302,2151689,75425406,75047578.81,77572882,0.14962,0,1,75938,0
"2391","NA20813",0,19600117,0,13935,2228741,75412789,75047578.81,77572882,0.14462,0.603,0.397,42343,64369
"2392","NA20814",0,21156576,0,13405,2167719,75409363,75047578.81,77572882,0.14326,0,1,76747,0
"2393","NA20815",0,20420756,0,13424,2174682,75402423,75047578.81,77572882,0.14052,0,1,77046,0
"2394","NA20818",0,19810244,0,16137,2232884,75408294,75047578.81,77572882,0.14284,0.594,0.406,43799,64158
"2395","NA20819",0,20312343,0,16367,2207451,75440539,75047578.81,77572882,0.15561,0.63,0.37,41836,71265
"2396","NA20821",0,19749431,0,18326,2242261,75405597,75047578.81,77572882,0.14177,0.635,0.365,40601,70736
"2397","NA20822",0,20479608,0,18199,2254833,75386761,75047578.81,77572882,0.13431,0.588,0.412,44826,64028
"2398","NA20826",0,19679269,0,12797,2221880,75422726,75047578.81,77572882,0.14856,0.605,0.395,44073,67600
